System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
13:12:01:553, 45581530927377,   94.064,   18.000, 3900,  26.938,2328.185, 646.718,  15.228,1291.688, 358.802, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:01:651, 45581817611878,   94.162,   18.000, 3900,  26.841,2330.835, 647.454,  15.018,1293.171, 359.214, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:01:774, 45582173426904,   94.285,   19.000, 4000,  26.999,2334.143, 648.373,  15.375,1295.055, 359.737, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:01:890, 45582510097624,   94.401,   18.000, 4000,  27.628,2337.346, 649.263,  15.861,1296.893, 360.248, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:02:006, 45582845881928,   94.516,   18.000, 4000,  27.291,2340.502, 650.139,  15.466,1298.682, 360.745, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:02:106, 45583137180893,   94.617,   18.000, 4000,  26.849,2343.195, 650.888,  15.207,1300.207, 361.169, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:02:223, 45583477472152,   94.734,   18.000, 4000,  26.993,2346.358, 651.766,  15.057,1301.971, 361.659, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:02:337, 45583838877501,   94.858,   36.000, 4000,  27.369,2349.764, 652.712,  15.758,1303.932, 362.203, 46,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:02:453, 45584145982374,   94.964,   18.000, 4000,  27.698,2352.693, 653.526,  15.850,1305.609, 362.669, 50,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:02:576, 45584501861566,   95.087,   19.000, 4000,  27.934,2356.117, 654.477,  16.315,1307.608, 363.224, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:02:693, 45584842349008,   95.204,   18.000, 4000,  27.625,2359.356, 655.377,  15.914,1309.474, 363.743, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:02:807, 45585175018254,   95.318,   18.000, 4000,  26.732,2362.418, 656.227,  14.917,1311.183, 364.217, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:02:925, 45585514894783,   95.435,   18.000, 3900,  26.693,2365.542, 657.095,  14.979,1312.936, 364.704, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:03:023, 45585801609001,   95.534,   18.000, 3900,  26.711,2368.179, 657.828,  14.873,1314.404, 365.112, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:03:139, 45586138494367,   95.650,   18.000, 4000,  26.772,2371.285, 658.690,  15.028,1316.148, 365.597, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:03:255, 45586475232846,   95.766,   18.000, 4000,  27.136,2374.431, 659.564,  15.401,1317.934, 366.093, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:03:362, 45586796216481,   95.877,   35.000, 4000,  27.597,2377.482, 660.412,  16.014,1319.704, 366.584, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:03:478, 45587122217596,   95.989,   18.000, 3900,  26.977,2380.510, 661.253,  15.016,1321.389, 367.053, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:03:594, 45587459054277,   96.105,   18.000, 4000,  26.739,2383.612, 662.114,  15.001,1323.129, 367.536, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:03:710, 45587795763339,   96.221,   18.000, 4000,  26.669,2386.704, 662.973,  14.907,1324.858, 368.016, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:03:810, 45588087158834,   96.321,   18.000, 4000,  26.531,2389.366, 663.713,  14.887,1326.351, 368.431, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:03:926, 45588423831408,   96.437,   18.000, 4000,  26.644,2392.455, 664.571,  14.894,1328.078, 368.911, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:04:027, 45588715236982,   96.537,   30.000, 4000,  30.258,2395.491, 665.414,  18.334,1329.918, 369.422, 43,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:04:140, 45589045891208,   96.651,   12.000,  800,  18.459,2397.593, 665.998,   6.526,1330.661, 369.628, 35,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:04:243, 45589343081113,   96.754,    2.000, 1000,  12.619,2398.884, 666.357,   0.926,1330.756, 369.654, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:04:365, 45589721052701,   96.884,   17.000, 4000,  13.105,2400.590, 666.831,   1.295,1330.924, 369.701, 41,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:04:466, 45589992338309,   96.977,    0.000,  800,  12.689,2401.776, 667.160,   1.008,1331.019, 369.727, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:04:583, 45590329177290,   97.093,    1.000, 3800,  12.326,2403.205, 667.557,   0.593,1331.087, 369.746, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:04:683, 45590620577833,   97.194,    1.000, 1400,  13.064,2404.516, 667.921,   1.378,1331.226, 369.785, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:04:798, 45590956680693,   97.309,    0.000,  800,  12.219,2405.930, 668.314,   0.461,1331.279, 369.800, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:04:899, 45591248182329,   97.410,    2.000,  800,  12.205,2407.156, 668.654,   0.519,1331.331, 369.814, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:05:015, 45591585101106,   97.526,    1.000,  800,  12.721,2408.631, 669.064,   0.992,1331.446, 369.846, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:05:131, 45591921427930,   97.642,    0.000,  800,  12.209,2410.045, 669.457,   0.460,1331.499, 369.861, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:05:231, 45592212911368,   97.742,    0.000,  800,  12.290,2411.279, 669.800,   0.482,1331.548, 369.874, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:05:347, 45592549751152,   97.858,    1.000,  800,  12.199,2412.694, 670.193,   0.472,1331.603, 369.890, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:05:453, 45592858915937,   97.964,    3.000,  800,  13.572,2414.139, 670.594,   1.898,1331.805, 369.946, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:05:569, 45593193358513,   98.080,    0.000,  800,  12.194,2415.543, 670.984,   0.477,1331.860, 369.961, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:05:671, 45593490614470,   98.182,    0.000,  800,  12.285,2416.801, 671.334,   0.472,1331.908, 369.974, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:05:777, 45593798622511,   98.288,    0.000,  800,  12.192,2418.094, 671.693,   0.471,1331.958, 369.988, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:05:893, 45594135191473,   98.404,    0.000,  800,  12.189,2419.507, 672.085,   0.449,1332.010, 370.003, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:06:002, 45594452904053,   98.513,    1.000,  800,  12.187,2420.840, 672.456,   0.503,1332.065, 370.018, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:06:103, 45594744345387,   98.614,    0.000,  800,  12.144,2422.059, 672.794,   0.458,1332.111, 370.031, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:06:230, 45595114836011,   98.741,    5.000, 3800,  14.313,2423.885, 673.301,   2.544,1332.435, 370.121, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:06:341, 45595435567942,   98.852,    0.000,  800,  12.299,2425.243, 673.679,   0.613,1332.503, 370.140, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:06:456, 45595770829648,   98.967,    4.000,  800,  13.522,2426.804, 674.112,   1.736,1332.704, 370.195, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:06:557, 45596065000613,   99.068,    1.000,  800,  12.204,2428.040, 674.456,   0.509,1332.755, 370.210, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:06:673, 45596400265408,   99.184,    0.000,  800,  12.256,2429.455, 674.849,   0.462,1332.808, 370.225, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:06:779, 45596707511581,   99.290,    1.000,  800,  12.119,2430.737, 675.205,   0.488,1332.860, 370.239, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:06:889, 45597029117557,   99.400,    0.000,  800,  12.214,2432.090, 675.581,   0.456,1332.911, 370.253, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:07:005, 45597365434659,   99.516,    0.000,  800,  12.209,2433.504, 675.973,   0.461,1332.964, 370.268, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:07:106, 45597658459115,   99.617,    1.000,  800,  12.258,2434.741, 676.317,   0.512,1333.016, 370.282, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:07:222, 45597994577699,   99.733,    0.000,  800,  12.226,2436.156, 676.710,   0.466,1333.070, 370.297, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:07:338, 45598330788888,   99.849,    0.000,  800,  12.119,2437.559, 677.100,   0.473,1333.124, 370.312, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:07:453, 45598666865238,   99.964,    3.000,  800,  13.207,2439.087, 677.524,   1.445,1333.292, 370.359, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:07:569, 45599001549484,  100.080,    0.000,  800,  12.159,2440.489, 677.914,   0.457,1333.344, 370.373, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:07:669, 45599293333966,  100.180,    2.000,  800,  12.315,2441.726, 678.257,   0.523,1333.397, 370.388, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:07:785, 45599630999316,  100.296,    0.000,  800,  12.167,2443.141, 678.650,   0.468,1333.451, 370.403, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:07:886, 45599922032650,  100.397,    1.000,  800,  12.184,2444.362, 678.989,   0.482,1333.500, 370.417, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:08:001, 45600256990497,  100.512,    0.000,  800,  12.273,2445.778, 679.383,   0.467,1333.553, 370.432, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:08:123, 45600612309458,  100.634,    1.000,  800,  12.148,2447.264, 679.796,   0.458,1333.609, 370.447, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:08:240, 45600950070806,  100.751,    1.000,  800,  12.215,2448.685, 680.190,   0.514,1333.669, 370.464, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:08:356, 45601328698738,  100.881,   19.000, 4100,  13.306,2450.420, 680.672,   1.528,1333.868, 370.519, 41,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:08:471, 45601620902965,  100.982,    0.000,  800,  12.448,2451.672, 681.020,   0.776,1333.946, 370.541, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:08:572, 45601914072482,  101.083,    0.000,  800,  12.192,2452.903, 681.362,   0.455,1333.992, 370.553, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:08:681, 45602232379546,  101.192,    0.000,  800,  12.241,2454.245, 681.735,   0.471,1334.044, 370.568, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:08:802, 45602581980470,  101.313,    1.000,  800,  12.190,2455.712, 682.142,   0.496,1334.104, 370.584, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:08:902, 45602873556780,  101.413,    0.000,  800,  12.273,2456.944, 682.485,   0.468,1334.151, 370.597, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:09:018, 45603210395051,  101.529,    0.000,  800,  12.215,2458.361, 682.878,   0.485,1334.207, 370.613, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:09:118, 45603501857250,  101.629,    0.000,  800,  12.154,2459.581, 683.217,   0.460,1334.253, 370.626, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:09:241, 45603857975915,  101.752,    1.000,  800,  12.228,2461.081, 683.633,   0.462,1334.310, 370.642, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:09:341, 45604149546247,  101.852,    1.000,  800,  12.196,2462.305, 683.974,   0.518,1334.362, 370.656, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:09:456, 45604483047641,  101.967,    2.000,  800,  13.434,2463.848, 684.402,   1.686,1334.555, 370.710, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:09:557, 45604776488984,  102.068,    1.000,  800,  12.329,2465.094, 684.748,   0.604,1334.617, 370.727, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:09:673, 45605112338464,  102.184,    0.000,  800,  12.235,2466.509, 685.141,   0.464,1334.670, 370.742, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:09:782, 45605430121167,  102.293,    1.000,  800,  12.171,2467.841, 685.511,   0.493,1334.724, 370.757, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:09:898, 45605766988930,  102.409,    1.000,  800,  12.233,2469.260, 685.905,   0.499,1334.782, 370.773, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:10:005, 45606077761632,  102.516,    0.000,  800,  12.173,2470.562, 686.267,   0.451,1334.830, 370.786, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:10:121, 45606413185808,  102.632,    0.000,  800,  12.254,2471.978, 686.660,   0.469,1334.884, 370.801, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:10:231, 45606733580266,  102.742,    1.000, 2600,  12.778,2473.387, 687.052,   1.091,1335.005, 370.835, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:10:347, 45607070792091,  102.858,    1.000,  800,  12.261,2474.811, 687.448,   0.534,1335.067, 370.852, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:10:464, 45607408040318,  102.974,    2.000,  800,  13.326,2476.359, 687.877,   1.609,1335.254, 370.904, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:10:586, 45607764100131,  103.097,    0.000,  800,  12.227,2477.858, 688.294,   0.456,1335.310, 370.919, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:10:696, 45608082136953,  103.207,    0.000,  800,  12.153,2479.189, 688.664,   0.478,1335.362, 370.934, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:10:814, 45608425282575,  103.325,    1.000,  800,  12.196,2480.630, 689.064,   0.483,1335.419, 370.950, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:10:914, 45608716863426,  103.425,    2.000,  800,  12.322,2481.867, 689.408,   0.520,1335.471, 370.964, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:11:030, 45609053691489,  103.541,    0.000,  800,  12.195,2483.282, 689.800,   0.463,1335.525, 370.979, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:11:142, 45609378515429,  103.653,    1.000,  800,  12.220,2484.648, 690.180,   0.473,1335.578, 370.994, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:11:249, 45609688890610,  103.760,    0.000,  800,  12.116,2485.943, 690.540,   0.480,1335.629, 371.008, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:11:359, 45610046071852,  103.883,   17.000, 4100,  13.202,2487.567, 690.991,   1.376,1335.798, 371.055, 40,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:11:475, 45610345121081,  103.986,    1.000,  800,  12.512,2488.856, 691.349,   0.899,1335.891, 371.081, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:11:586, 45610666967033,  104.097,    0.000,  800,  12.203,2490.208, 691.724,   0.459,1335.942, 371.095, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:11:687, 45610961548228,  104.198,    5.000,  800,  12.410,2491.467, 692.074,   0.605,1336.003, 371.112, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:11:804, 45611300864029,  104.315,   10.000, 4000,  19.040,2493.692, 692.692,   7.283,1336.854, 371.348, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:11:906, 45611596480015,  104.417,    8.000,  800,  15.441,2495.264, 693.129,   3.814,1337.242, 371.456, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:12:024, 45611941607552,  104.536,   14.000,  800,  14.730,2497.014, 693.615,   2.983,1337.597, 371.555, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:12:141, 45612277681696,  104.651,   13.000, 3400,  15.110,2498.763, 694.101,   3.352,1337.985, 371.662, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:12:256, 45612613969341,  104.767,    6.000,  800,  16.377,2500.659, 694.628,   4.609,1338.519, 371.811, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:12:357, 45612933784272,  104.877,   23.000, 4000,  17.546,2502.592, 695.164,   5.870,1339.165, 371.990, 40,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:12:472, 45613241616897,  104.983,    6.000, 4000,  20.000,2504.712, 695.753,   8.239,1340.038, 372.233, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:12:572, 45613531848316,  105.083,    6.000, 3100,  19.431,2506.654, 696.293,   7.668,1340.805, 372.446, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:12:688, 45613868389460,  105.199,    6.000, 4000,  19.256,2508.885, 696.913,   7.523,1341.677, 372.688, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:12:804, 45614205496377,  105.315,    7.000,  800,  13.738,2510.480, 697.356,   2.002,1341.909, 372.753, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:12:911, 45614516063685,  105.422,   13.000,  800,  12.612,2511.829, 697.730,   0.872,1342.002, 372.778, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:13:027, 45614851705496,  105.538,    1.000,  800,  12.543,2513.278, 698.133,   0.876,1342.104, 372.807, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:13:142, 45615187341873,  105.653,   10.000, 1900,  16.509,2515.186, 698.663,   4.723,1342.649, 372.958, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:13:142, 45615203538967,  105.659,    7.000, 2800,  12.212,2515.255, 698.682,   2.856,1342.665, 372.963, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
