System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
13:11:32:729, 45497827836795,   65.240,   18.000, 3900,  26.711,1549.804, 430.501,  14.902, 851.667, 236.574, 46,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:32:844, 45498160308405,   65.355,   18.000, 4000,  26.455,1552.833, 431.342,  14.816, 853.364, 237.045, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:32:945, 45498454954158,   65.456,   18.000, 4000,  26.995,1555.572, 432.103,  15.128, 854.899, 237.472, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:33:060, 45498787334079,   65.571,   18.000, 4000,  26.480,1558.603, 432.945,  14.844, 856.598, 237.944, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:33:176, 45499123958177,   65.687,   22.000, 3900,  27.406,1561.779, 433.828,  15.640, 858.411, 238.447, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:33:276, 45499415339045,   65.787,   19.000, 4000,  26.788,1564.467, 434.574,  15.132, 859.929, 238.869, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:33:399, 45499771069984,   65.909,   18.000, 3900,  26.572,1567.722, 435.478,  14.737, 861.734, 239.371, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:33:514, 45500107821239,   66.025,   18.000, 3900,  26.764,1570.826, 436.341,  15.017, 863.475, 239.854, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:33:630, 45500444576233,   66.141,   18.000, 4000,  26.739,1573.927, 437.202,  14.990, 865.214, 240.337, 45,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:33:731, 45500735897005,   66.242,   18.000, 4000,  26.680,1576.603, 437.945,  15.020, 866.720, 240.756, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:33:847, 45501072560221,   66.358,   18.000, 3900,  26.713,1579.700, 438.806,  14.950, 868.454, 241.237, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:33:947, 45501364045148,   66.458,   18.000, 4000,  26.892,1582.399, 439.555,  15.003, 869.959, 241.655, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:34:064, 45501704020552,   66.575,   18.000, 3900,  26.660,1585.520, 440.422,  14.940, 871.709, 242.141, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:34:179, 45502036387146,   66.689,   22.000, 3900,  27.269,1588.641, 441.289,  15.631, 873.497, 242.638, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:34:280, 45502330989238,   66.791,   18.000, 4000,  28.013,1591.483, 442.079,  16.133, 875.134, 243.093, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:34:401, 45502682475502,   66.912,   18.000, 3900,  27.759,1594.843, 443.012,  16.025, 877.074, 243.632, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:34:517, 45503019214408,   67.028,   18.000, 3900,  27.322,1598.011, 443.892,  15.582, 878.881, 244.134, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:34:617, 45503310611173,   67.128,   19.000, 4000,  27.134,1600.734, 444.648,  15.472, 880.433, 244.565, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:34:733, 45503647474733,   67.244,   18.000, 4000,  26.671,1603.828, 445.508,  14.939, 882.166, 245.046, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:34:849, 45503984068598,   67.360,   18.000, 4000,  26.596,1606.910, 446.364,  14.831, 883.885, 245.524, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:34:950, 45504275395442,   67.460,   18.000, 4000,  26.723,1609.591, 447.109,  15.087, 885.399, 245.944, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:35:066, 45504612268084,   67.576,   18.000, 4000,  26.624,1612.680, 447.967,  14.865, 887.123, 246.423, 45,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:35:166, 45504903420789,   67.677,   24.000, 3900,  27.360,1615.423, 448.729,  15.693, 888.696, 246.860, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:35:282, 45505240255956,   67.793,   18.000, 4000,  26.707,1618.521, 449.589,  14.965, 890.432, 247.342, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:35:404, 45505595957112,   67.915,   18.000, 3900,  26.738,1621.796, 450.499,  14.904, 892.258, 247.849, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:35:520, 45505931961521,   68.031,   18.000, 4000,  26.944,1624.913, 451.365,  15.127, 894.008, 248.336, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:35:620, 45506223237452,   68.131,   18.000, 4000,  26.506,1627.572, 452.103,  14.853, 895.498, 248.749, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:35:736, 45506558950217,   68.247,   18.000, 3900,  27.091,1630.703, 452.973,  15.505, 897.290, 249.247, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:35:836, 45506850184432,   68.347,   18.000, 4000,  28.165,1633.528, 453.758,  16.213, 898.916, 249.699, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:35:952, 45507186950555,   68.463,   18.000, 4000,  27.864,1636.759, 454.655,  16.135, 900.787, 250.219, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:36:068, 45507523631292,   68.579,   18.000, 3900,  26.840,1639.871, 455.520,  15.082, 902.536, 250.704, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:36:168, 45507814877485,   68.679,   24.000, 3900,  30.246,1642.905, 456.362,  18.553, 904.397, 251.221, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:36:284, 45508151542312,   68.795,   18.000, 3900,  28.198,1646.174, 457.270,  16.452, 906.304, 251.751, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:36:384, 45508441969911,   68.895,   18.000, 4000,  26.912,1648.865, 458.018,  15.177, 907.822, 252.173, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:36:507, 45508797412430,   69.018,   18.000, 3900,  27.792,1652.267, 458.963,  16.178, 909.802, 252.723, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:36:607, 45509088725360,   69.118,   18.000, 4000,  28.182,1655.094, 459.748,  16.196, 911.427, 253.174, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:36:723, 45509425521824,   69.234,   18.000, 3900,  27.940,1658.334, 460.648,  16.199, 913.305, 253.696, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:36:839, 45509761422632,   69.350,   18.000, 4000,  26.701,1661.423, 461.506,  15.107, 915.053, 254.181, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:36:955, 45510097965560,   69.465,   18.000, 4000,  26.901,1664.540, 462.372,  15.137, 916.807, 254.669, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:37:055, 45510389456067,   69.566,   18.000, 4000,  26.655,1667.216, 463.115,  15.027, 918.315, 255.088, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:37:171, 45510725276982,   69.681,   23.000, 4000,  27.385,1670.383, 463.995,  15.570, 920.116, 255.588, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:37:287, 45511061794443,   69.797,   18.000, 3900,  26.704,1673.477, 464.855,  14.938, 921.847, 256.069, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:37:387, 45511353134991,   69.898,   18.000, 3900,  26.754,1676.161, 465.600,  15.078, 923.359, 256.489, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:37:509, 45511709026697,   70.020,   18.000, 4000,  26.726,1679.436, 466.510,  14.910, 925.187, 256.996, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:37:625, 45512045653388,   70.136,   18.000, 3900,  26.655,1682.526, 467.368,  14.891, 926.913, 257.476, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:37:741, 45512382568547,   70.252,   18.000, 4000,  26.690,1685.623, 468.229,  14.972, 928.650, 257.958, 45,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:37:842, 45512673709672,   70.352,   18.000, 3900,  27.411,1688.371, 468.992,  15.712, 930.225, 258.396, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:37:958, 45513010499069,   70.468,   18.000, 4000,  26.862,1691.486, 469.857,  15.138, 931.981, 258.884, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:38:058, 45513301978942,   70.569,   18.000, 4000,  27.340,1694.230, 470.620,  15.693, 933.556, 259.321, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:38:175, 45513642384151,   70.686,   24.000, 4000,  27.531,1697.457, 471.516,  15.604, 935.385, 259.829, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:38:274, 45513931834419,   70.786,   19.000, 4000,  26.792,1700.128, 472.258,  15.316, 936.911, 260.253, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:38:391, 45514269324624,   70.902,   18.000, 4000,  27.029,1703.269, 473.130,  15.040, 938.659, 260.739, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:38:512, 45514620649836,   71.023,   18.000, 4000,  26.671,1706.496, 474.027,  14.935, 940.466, 261.241, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:38:628, 45514957452834,   71.139,   18.000, 4000,  26.391,1709.557, 474.877,  14.871, 942.191, 261.720, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:38:728, 45515248816817,   71.239,   18.000, 4000,  26.861,1712.252, 475.625,  14.956, 943.692, 262.137, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:38:844, 45515585534191,   71.355,   18.000, 4000,  26.753,1715.354, 476.487,  15.003, 945.431, 262.620, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:38:960, 45515921508573,   71.471,   18.000, 3900,  26.693,1718.442, 477.345,  15.099, 947.178, 263.105, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:39:060, 45516212984261,   71.571,   18.000, 4000,  26.894,1721.141, 478.095,  15.007, 948.684, 263.523, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:39:176, 45516548607814,   71.687,   24.000, 4000,  27.209,1724.286, 478.968,  15.595, 950.487, 264.024, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:39:276, 45516839932050,   71.787,   18.000, 4000,  26.855,1726.980, 479.717,  14.941, 951.985, 264.440, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:39:392, 45517176541992,   71.903,   18.000, 3900,  26.526,1730.055, 480.571,  14.771, 953.698, 264.916, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:39:492, 45517467845221,   72.003,   18.000, 3900,  26.692,1732.732, 481.314,  15.037, 955.206, 265.335, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:39:615, 45517822868469,   72.126,   18.000, 3900,  26.697,1735.996, 482.221,  14.996, 957.039, 265.844, 45,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:39:715, 45518114184702,   72.226,   18.000, 3900,  26.840,1738.688, 482.969,  14.937, 958.538, 266.260, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:39:831, 45518450026828,   72.341,   18.000, 4000,  26.588,1741.763, 483.823,  14.988, 960.271, 266.742, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:39:931, 45518741223225,   72.442,   18.000, 3900,  26.486,1744.419, 484.561,  14.820, 961.757, 267.155, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:40:047, 45519078042342,   72.558,   18.000, 3900,  26.730,1747.519, 485.422,  14.985, 963.495, 267.637, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:40:163, 45519414680736,   72.674,   34.000, 3900,  27.814,1750.743, 486.318,  16.061, 965.357, 268.155, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:40:263, 45519706014139,   72.774,   18.000, 3900,  26.867,1753.439, 487.066,  14.952, 966.857, 268.571, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:40:379, 45520042931976,   72.890,   18.000, 4000,  26.613,1756.526, 487.924,  14.881, 968.583, 269.051, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:40:479, 45520334259646,   72.990,   18.000, 4000,  26.641,1759.199, 488.666,  14.980, 970.086, 269.468, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:40:595, 45520670826135,   73.106,   18.000, 3900,  26.708,1762.294, 489.526,  14.951, 971.819, 269.950, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:40:696, 45520962169776,   73.207,   18.000, 3900,  26.458,1764.949, 490.264,  14.798, 973.304, 270.362, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:40:818, 45521318112826,   73.329,   18.000, 4000,  26.606,1768.210, 491.169,  14.776, 975.115, 270.865, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:40:934, 45521654059878,   73.445,   18.000, 4000,  26.715,1771.300, 492.028,  15.118, 976.864, 271.351, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:41:050, 45521990625122,   73.561,   18.000, 3900,  26.798,1774.406, 492.891,  15.045, 978.607, 271.835, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:41:150, 45522310473696,   73.671,   34.000, 4000,  27.704,1777.457, 493.738,  15.763, 980.343, 272.318, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:41:267, 45522622108008,   73.778,   18.000, 3900,  26.751,1780.328, 494.536,  15.098, 981.964, 272.768, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:41:382, 45522954428107,   73.893,   18.000, 4000,  26.416,1783.351, 495.375,  14.769, 983.654, 273.237, 46,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:41:482, 45523245740742,   73.993,   18.000, 3900,  26.842,1786.044, 496.123,  14.916, 985.150, 273.653, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:41:598, 45523582356048,   74.109,   18.000, 3900,  26.443,1789.109, 496.975,  14.920, 986.879, 274.133, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:41:698, 45523873733455,   74.209,   18.000, 3900,  26.901,1791.808, 497.724,  14.986, 988.383, 274.551, 46,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:41:821, 45524229774012,   74.332,   18.000, 4000,  26.496,1795.056, 498.627,  14.878, 990.207, 275.058, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:41:937, 45524565594613,   74.447,   18.000, 3900,  26.717,1798.146, 499.485,  14.907, 991.931, 275.536, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:42:053, 45524902469642,   74.563,   18.000, 4000,  26.815,1801.257, 500.349,  15.082, 993.681, 276.022, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:42:154, 45525225626510,   74.675,   35.000, 4000,  27.265,1804.291, 501.192,  15.649, 995.422, 276.506, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:42:270, 45525533501249,   74.781,   18.000, 4000,  26.711,1807.123, 501.978,  14.917, 997.004, 276.945, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:42:369, 45525820337803,   74.879,   18.000, 4000,  26.807,1809.770, 502.714,  14.997, 998.485, 277.357, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:42:486, 45526160426782,   74.997,   18.000, 4000,  26.877,1812.918, 503.588,  15.160,1000.260, 277.850, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:42:600, 45526492584731,   75.111,   18.000, 4000,  26.925,1815.998, 504.444,  15.044,1001.981, 278.328, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:42:701, 45526784162440,   75.211,   18.000, 4000,  26.655,1818.674, 505.187,  15.013,1003.488, 278.747, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:42:823, 45527139876784,   75.334,   18.000, 3900,  26.848,1821.963, 506.101,  15.005,1005.326, 279.257, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:42:939, 45527476685160,   75.450,   18.000, 4000,  27.772,1825.184, 506.995,  16.273,1007.214, 279.782, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:43:039, 45527767857475,   75.550,   18.000, 3900,  27.619,1827.953, 507.765,  15.670,1008.785, 280.218, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:43:155, 45528132302429,   75.676,   36.000, 4000,  28.354,1831.511, 508.753,  16.763,1010.889, 280.802, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:43:271, 45528441154791,   75.782,   19.000, 4000,  28.471,1834.539, 509.594,  16.508,1012.644, 281.290, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:43:371, 45528732635237,   75.882,   18.000, 4000,  27.754,1837.325, 510.368,  16.115,1014.262, 281.739, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:43:487, 45529069147746,   75.998,   18.000, 3900,  27.780,1840.544, 511.262,  16.007,1016.117, 282.255, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:43:588, 45529360479614,   76.099,   18.000, 3900,  26.673,1843.220, 512.006,  15.014,1017.623, 282.673, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:43:703, 45529696679791,   76.214,   18.000, 4000,  27.783,1846.436, 512.899,  16.004,1019.476, 283.188, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:43:826, 45530051168609,   76.336,   18.000, 3900,  27.721,1849.820, 513.839,  15.987,1021.427, 283.730, 46,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:43:942, 45530388082832,   76.452,   18.000, 4000,  27.299,1852.987, 514.719,  15.572,1023.234, 284.232, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:44:042, 45530679306361,   76.553,   18.000, 3900,  28.036,1855.799, 515.500,  16.371,1024.876, 284.688, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:44:158, 45531044776861,   76.679,   33.000, 4000,  27.781,1859.295, 516.471,  16.027,1026.893, 285.248, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:44:258, 45531307572482,   76.769,   19.000, 4000,  27.150,1861.752, 517.153,  15.219,1028.270, 285.631, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:44:374, 45531644175694,   76.885,   18.000, 3900,  26.713,1864.848, 518.013,  14.961,1030.004, 286.112, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:44:490, 45531980869842,   77.001,   18.000, 3900,  26.684,1867.942, 518.873,  14.920,1031.734, 286.593, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:44:590, 45532272310385,   77.101,   18.000, 3900,  26.474,1870.599, 519.611,  14.871,1033.226, 287.007, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:44:706, 45532609086157,   77.217,   19.000, 4000,  27.036,1873.734, 520.482,  15.251,1034.995, 287.499, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:44:807, 45532900330050,   77.317,   18.000, 4000,  26.554,1876.398, 521.222,  14.908,1036.490, 287.914, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:44:929, 45533255976077,   77.440,   18.000, 3900,  26.766,1879.676, 522.132,  14.903,1038.315, 288.421, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:45:029, 45533547016018,   77.540,   18.000, 4000,  26.876,1882.369, 522.880,  15.195,1039.838, 288.844, 42,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:45:145, 45533883860799,   77.656,   18.000, 4000,  26.658,1885.461, 523.739,  14.918,1041.569, 289.325, 41,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:45:245, 45534173911667,   77.756,   21.000, 3900,  27.522,1888.210, 524.503,  15.745,1043.141, 289.761, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:45:361, 45534510737934,   77.872,   18.000, 4000,  27.258,1891.372, 525.381,  15.524,1044.942, 290.262, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:45:462, 45534802021710,   77.972,   18.000, 4000,  27.392,1894.119, 526.144,  15.738,1046.520, 290.700, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:45:577, 45535138782194,   78.088,   18.000, 4000,  26.728,1897.219, 527.005,  14.975,1048.257, 291.182, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:45:693, 45535475435872,   78.204,   18.000, 4000,  26.679,1900.312, 527.864,  14.916,1049.986, 291.663, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:45:794, 45535766648230,   78.305,   18.000, 3900,  26.478,1902.967, 528.602,  14.803,1051.471, 292.075, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:45:910, 45536103598727,   78.421,   18.000, 3900,  26.627,1906.056, 529.460,  14.903,1053.200, 292.555, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:46:010, 45536394937251,   78.521,   18.000, 4000,  27.005,1908.766, 530.213,  15.087,1054.713, 292.976, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:46:133, 45536750717046,   78.643,   18.000, 4000,  26.550,1912.018, 531.116,  14.928,1056.542, 293.484, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:46:233, 45537045279757,   78.745,   22.000, 4000,  27.461,1914.804, 531.890,  15.910,1058.156, 293.932, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:46:349, 45537378528069,   78.860,   18.000, 3900,  26.795,1917.879, 532.744,  14.932,1059.870, 294.408, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:46:465, 45537715167442,   78.975,   18.000, 4000,  26.614,1920.964, 533.601,  14.857,1061.592, 294.887, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:46:582, 45538055155205,   79.093,   18.000, 4000,  26.680,1924.087, 534.469,  14.959,1063.343, 295.373, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:46:681, 45538342151582,   79.191,   18.000, 4000,  26.748,1926.731, 535.203,  14.969,1064.822, 295.784, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:46:797, 45538678729921,   79.307,   18.000, 3900,  26.600,1929.814, 536.059,  14.838,1066.542, 296.262, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:46:912, 45539015513120,   79.423,   18.000, 3900,  26.652,1932.905, 536.918,  14.919,1068.272, 296.742, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:47:013, 45539306352218,   79.523,   18.000, 4000,  26.745,1935.583, 537.662,  15.033,1069.778, 297.161, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
